pickup_dt,pickup_month,borough,pickups,hday,spd,vsb,temp,dewp,slp,pcp 01,pcp 06,pcp 24,sd
2022-01-01 12:00:00,1,Bronx,180,N,16.326588967707817,4.990190664433915,27.120131980296467,33.6005055528608,1015.979972034998,0.0,0.0,0.0,0
2022-01-01 13:00:00,1,Manhattan,176,N,1.3846023787199235,7.656891251224719,75.56105430163554,13.580575455587411,1006.2752085302562,0.0,0.3,0.8,0
2022-01-01 14:00:00,1,Manhattan,173,Y,3.530155422633612,7.107870199984141,42.071474251341016,47.662844167257084,1031.5728917991537,0.1,0.0,0.0,1
2022-01-01 15:00:00,1,Manhattan,180,N,18.620875728053026,4.950431570385721,63.25808231783828,43.78110060354824,992.4543930291726,0.01,0.0,0.0,1
2022-01-01 16:00:00,1,Manhattan,182,Y,6.36245358825702,7.903210318967869,46.90036139731564,13.95329034619683,992.6841431850146,0.01,0.1,0.0,0
2022-01-01 17:00:00,1,Brooklyn,184,N,7.550336681268632,6.345254931516248,29.34503901908063,12.534792224170747,1016.3071591176597,0.0,0.1,0.0,0
2022-01-01 18:00:00,1,Brooklyn,177,N,13.31769382584589,3.471442137257365,25.85302385124729,66.33902839411653,1015.095171537998,0.0,0.0,0.0,0
2022-01-01 19:00:00,1,Manhattan,156,Y,7.367782856245386,2.2475448404643807,46.428232205653856,48.46720350635537,1016.858233285769,0.0,0.0,0.3,0
2022-01-01 20:00:00,1,Queens,162,Y,4.615544343262828,7.004347472251934,15.591920146297529,64.87978248199508,1000.3841032657297,0.0,0.0,0.0,0
2022-01-01 21:00:00,1,Manhattan,168,N,19.36912289881768,2.577434268922199,92.11209354818703,24.963083459959343,1020.4798143225472,0.0,0.0,0.3,0
2022-01-01 22:00:00,1,Manhattan,186,N,10.420274266525475,2.903457769599005,37.9300746847821,44.425202600602695,997.6588555878637,0.05,0.1,0.0,0
2022-01-01 23:00:00,1,Manhattan,182,N,7.420574645583827,3.507139367732219,69.04169636754368,24.91696526296239,995.4908288455816,0.0,0.0,0.0,1
2022-01-02 00:00:00,1,Brooklyn,165,Y,15.23020237072506,9.5363879278333,60.779320206830796,66.80936024515033,1007.802516815342,0.0,0.0,0.0,0
2022-01-02 01:00:00,1,Bronx,169,Y,2.0444332122638653,7.119852372709001,73.4656617317234,22.650686640727645,1011.6888721341309,0.0,0.0,0.0,0
2022-01-02 02:00:00,1,Manhattan,185,N,18.042625418608512,9.345948452444645,81.29252926526756,36.46760601398492,1027.9581884901345,0.05,0.1,0.3,0
2022-01-02 03:00:00,1,Brooklyn,174,N,16.23655885735066,3.2040984311323912,85.10836489739208,51.04246972035023,1022.3681305895233,0.05,0.0,0.3,0
2022-01-02 04:00:00,1,Brooklyn,194,Y,7.5297272675228255,6.542816464872045,68.63745959343747,15.10590907933333,1026.9104015060032,0.0,0.1,0.3,0
2022-01-02 05:00:00,1,Manhattan,161,Y,3.727314392021872,7.059644463168164,46.044591276277586,45.1488991346132,1017.0639141809576,0.0,0.0,0.8,0
2022-01-02 06:00:00,1,Queens,186,N,17.190955604729595,9.555252455517138,54.51493665887183,32.412978521493024,1005.7935179102549,0.0,0.1,0.0,1
2022-01-02 07:00:00,1,Manhattan,189,N,19.123066785052888,5.201981118401751,44.3418594418013,57.17545917871449,1033.0902458669243,0.01,0.0,0.3,1
2022-01-02 08:00:00,1,Manhattan,177,N,0.9575389950405033,6.785583712861528,91.02870992969365,44.11332237814801,1011.8910433262747,0.0,0.3,0.0,0
2022-01-02 09:00:00,1,Staten Island,191,N,19.748689553801718,8.898368138745097,40.6316846410866,11.48065290656098,1028.0311349697593,0.0,0.3,0.0,0
2022-01-02 10:00:00,1,EWR,171,N,7.726505889260446,2.275566922932909,36.178721974493335,15.584746885551132,1029.4452543528316,0.0,0.0,0.0,0
2022-01-02 11:00:00,1,Bronx,170,N,16.12274142113878,9.196759777637933,58.89012167102265,21.7890483968741,1025.8722751224614,0.0,0.3,1.5,0
2022-01-02 12:00:00,1,Manhattan,173,N,9.15600516547368,3.9556578010686465,22.62739011202595,27.438014991380516,1020.6127147065143,0.0,0.0,0.0,0
2022-01-02 13:00:00,1,Manhattan,168,Y,10.436652968457029,4.863068503894409,85.75981978260155,32.95599560150763,1027.250596919567,0.0,0.0,0.8,1
2022-01-02 14:00:00,1,Queens,165,Y,10.718817146290364,5.541140098498765,93.86653004597895,48.54190223842474,1007.8721240412011,0.0,0.1,0.0,0
2022-01-02 15:00:00,1,Brooklyn,191,Y,19.26729186945089,7.457330288877901,42.871976754568315,28.347943503597275,1013.6135734289284,0.0,0.0,0.0,0
2022-01-02 16:00:00,1,Manhattan,182,N,12.596795359194148,2.4176945095001745,24.26996033126948,34.84818929180012,1002.196674826418,0.01,0.1,0.0,0
2022-01-02 17:00:00,1,Brooklyn,188,N,5.922536897631991,7.168301872409263,37.19760914422438,63.520061564677505,1007.7000413497346,0.1,0.0,0.0,0
2022-01-02 18:00:00,1,Manhattan,173,Y,12.53204306486345,1.8572084694341853,48.50833609532337,17.48000343588297,1007.1588278312721,0.0,0.0,0.3,0
2022-01-02 19:00:00,1,Staten Island,204,N,1.805596492058088,4.446942188070667,82.09272594784437,36.51221205605811,1019.6500669084699,0.01,0.0,0.0,0
2022-01-02 20:00:00,1,Manhattan,177,N,6.626999911346687,6.566710025539102,92.4160184700863,26.273781711164453,1018.6449499513674,0.0,0.1,0.3,0
2022-01-02 21:00:00,1,Queens,158,N,3.475231544962021,2.264442370989509,72.57618786667948,57.44342641903523,1010.9890024682816,0.05,0.3,0.0,0
2022-01-02 22:00:00,1,Manhattan,166,N,12.120545775665468,7.010023234677369,89.59773852609376,6.835253233640042,1003.7066352718712,0.0,0.3,0.3,0
2022-01-02 23:00:00,1,Brooklyn,176,N,10.635968875668018,9.588976306601884,29.476472477560947,15.559020496926628,1033.4719428230248,0.0,0.3,0.3,0
2022-01-03 00:00:00,1,Brooklyn,188,N,14.493471778968917,9.609574900042013,89.32695473981326,24.05686287103447,1020.3917061743973,0.01,0.0,0.0,0
2022-01-03 01:00:00,1,Manhattan,182,N,6.771026707787778,6.273184449455516,61.30302504964718,61.59707575227757,1013.5533079229677,0.0,0.0,0.0,0
2022-01-03 02:00:00,1,EWR,185,Y,19.708496674194514,5.669016402440524,50.91881641108152,50.28974039702265,1007.07505138812,0.01,0.0,0.3,1
2022-01-03 03:00:00,1,Queens,190,Y,6.39990489665484,4.9189761737618625,51.307775062622405,31.87898599339565,1010.8833742991561,0.01,0.0,0.0,1
2022-01-03 04:00:00,1,Staten Island,189,N,1.0454036672342193,5.103643470617185,91.23555596532647,64.53346707551682,1017.0277317695854,0.0,0.6,0.0,0
2022-01-03 05:00:00,1,Bronx,183,N,5.4086843787070364,6.108154568945816,44.234097303468914,35.157060736796524,1026.7336734694718,0.0,0.0,0.8,0
2022-01-03 06:00:00,1,Brooklyn,195,Y,12.477860790903197,4.9128496467792,27.436251705890136,13.969236059427242,996.2959318005604,0.0,0.0,0.3,0
2022-01-03 07:00:00,1,Staten Island,186,N,15.206654384996385,4.837385053204523,62.351882128014665,50.64585471272085,1005.8920749026063,0.0,0.0,0.8,0
2022-01-03 08:00:00,1,Manhattan,200,N,4.837932803295297,3.5949519616719074,23.87468830825111,64.6777475931878,1006.7145255101066,0.0,0.0,1.5,1
2022-01-03 09:00:00,1,Manhattan,164,Y,15.600570682800166,7.100129794698561,71.98792331059121,11.065124887667928,1030.157873543881,0.0,0.1,0.0,1
2022-01-03 10:00:00,1,Manhattan,185,Y,6.72180850644718,8.857775083632301,15.061135308723905,25.350350648363097,1004.8222727451085,0.1,0.0,0.0,0
2022-01-03 11:00:00,1,Manhattan,203,N,3.2810512522754975,1.303586363209237,47.675656857836444,50.78282734321243,1032.283067459589,0.01,0.1,0.0,0
2022-01-03 12:00:00,1,Brooklyn,169,N,2.8085418231303083,9.674510844376428,78.98288234374068,17.901713781298433,993.688436687977,0.0,0.3,0.3,0
2022-01-03 13:00:00,1,Manhattan,190,N,16.364355784902163,7.519321764585847,47.722311874024726,26.574627799821133,992.3183274920667,0.0,0.0,0.3,0
2022-01-03 14:00:00,1,Bronx,185,Y,4.7323930602611135,1.085479695918064,76.25213009264425,48.14801172677425,1029.1469878680116,0.0,0.0,0.0,0
2022-01-03 15:00:00,1,Manhattan,184,N,4.400426213601714,1.899266370693185,71.29425546139726,7.049025929659899,1000.7748313984214,0.01,0.0,0.0,0
2022-01-03 16:00:00,1,Manhattan,166,N,17.656955446057886,9.40049771288115,68.58106184989632,59.63540836426773,992.1189098466668,0.0,0.6,0.3,0
2022-01-03 17:00:00,1,Brooklyn,192,Y,7.293205800044314,7.038694420741395,48.11562349194867,5.1241356536434814,1031.588355746285,0.0,0.1,1.5,0
2022-01-03 18:00:00,1,Manhattan,173,N,19.80642432337232,1.5452563578805658,88.4730946079856,26.40727296994772,1019.2418685495048,0.1,0.0,0.3,0
2022-01-03 19:00:00,1,Bronx,193,N,5.389472522805685,4.037734487950331,43.80693966855888,21.257582520551946,1021.3010272862722,0.0,0.0,0.0,0
2022-01-03 20:00:00,1,Manhattan,174,N,13.206063208777872,8.957667482089708,45.52369171837647,55.86087250844018,993.7632772753233,0.05,0.0,0.0,0
2022-01-03 21:00:00,1,EWR,180,N,3.890171483365543,8.70157672250556,70.79984980453834,6.923079276015773,990.7102300618607,0.0,0.0,0.3,0
2022-01-03 22:00:00,1,Queens,191,N,3.8503852222591473,2.7160814253086656,74.71103623158798,61.44918956521053,1003.3392693984356,0.01,0.0,0.3,0
2022-01-03 23:00:00,1,Manhattan,186,N,16.179810148977168,4.809447911647418,40.171682806348514,33.965127549810646,1007.8490769968141,0.0,0.3,0.0,0
2022-01-04 00:00:00,1,Manhattan,172,Y,18.516594328551914,7.773084583122951,78.69775019089892,51.87242663044565,1003.4980996697998,0.0,0.0,0.3,3
2022-01-04 01:00:00,1,Bronx,200,Y,17.88692321800865,7.1785008935973105,81.14819466818923,20.574498374403042,1013.383342239688,0.01,0.0,0.0,1
2022-01-04 02:00:00,1,Queens,186,N,16.67691295886055,1.8969229135214687,18.634143014305316,51.223129421042245,996.4355675158829,0.0,0.0,0.0,0
2022-01-04 03:00:00,1,Queens,194,N,11.665509818250527,6.3581455358265915,52.569428618022314,14.977360562484671,1028.1197827361927,0.0,0.0,1.5,0
2022-01-04 04:00:00,1,Queens,156,Y,2.2628632832131546,1.2276534740276173,67.7679352885562,48.61731690385743,1021.8037536573638,0.0,0.0,0.0,0
2022-01-04 05:00:00,1,Manhattan,171,Y,6.751924174323499,4.252934731006909,35.04525260334027,49.292598532500534,1028.247692030311,0.0,0.0,0.0,0
2022-01-04 06:00:00,1,Manhattan,161,N,5.620875100515306,5.659396006524922,67.97375217936569,67.05856856184138,1025.003726373994,0.0,0.6,0.0,1
2022-01-04 07:00:00,1,Manhattan,194,Y,5.013250621075269,1.3868357216244644,29.160191981427587,50.96163738173106,1029.2070890460186,0.05,0.0,0.0,1
2022-01-04 08:00:00,1,Bronx,168,N,19.464957205561028,8.59823364881423,15.8280328654328,59.75738719882872,1019.8178305037261,0.0,0.6,0.0,0
2022-01-04 09:00:00,1,Queens,182,Y,2.990884026039611,4.719656884678743,61.470741482730496,9.327433986957624,991.6796355191781,0.0,0.1,0.0,0
2022-01-04 10:00:00,1,Manhattan,191,N,9.384304892089496,4.650288785533866,20.340372341612483,43.87689813788275,1018.6240633652718,0.01,0.0,0.0,0
2022-01-04 11:00:00,1,Manhattan,174,N,18.523465487498566,1.9881827378161576,51.14654004250439,28.47231444877935,1032.4480610840378,0.0,0.0,1.5,0
2022-01-04 12:00:00,1,Manhattan,182,N,1.2110485250734127,5.27503887847097,49.727390541279455,24.188563510461076,1029.147123311252,0.0,0.0,0.0,0
2022-01-04 13:00:00,1,Manhattan,171,Y,14.912571995450755,1.7808657817928941,91.16786013907172,15.5119182052856,1003.6204899963411,0.0,0.3,0.0,0
2022-01-04 14:00:00,1,Queens,164,N,12.1897161906464,2.3646039173423645,24.657047978410482,20.17231053335713,1034.5788587688849,0.01,0.1,0.0,0
2022-01-04 15:00:00,1,Queens,155,Y,7.2041696890822315,8.514159638787525,55.043295056600066,44.23575727406636,1028.2158367253774,0.05,0.1,0.0,0
2022-01-04 16:00:00,1,Bronx,174,Y,18.763761081105883,7.143233019989829,77.84621399418009,53.00426241989808,1001.7360723866839,0.05,0.1,0.0,0
2022-01-04 17:00:00,1,Brooklyn,179,N,6.703111353672635,6.3658537726738835,23.45714321231724,38.455504660473075,1030.8565642094993,0.0,0.0,0.0,0
2022-01-04 18:00:00,1,Manhattan,190,N,3.7736133243223335,5.566317102069693,66.30577664235392,29.83819310420308,999.5233863525341,0.0,0.0,0.0,0
2022-01-04 19:00:00,1,Queens,206,Y,14.490082868900704,5.255647497430437,91.73255338971556,58.78271383110984,997.9675184446895,0.0,0.6,0.3,0
2022-01-04 20:00:00,1,Queens,179,N,6.650411494524069,9.562178476569345,16.190142717426326,42.53666461941127,1006.8843390766328,0.0,0.1,0.3,0
2022-01-04 21:00:00,1,Brooklyn,171,N,5.737281156709491,9.92036077011349,52.427277411023454,57.52853461991891,995.4731746509159,0.0,0.0,0.3,0
2022-01-04 22:00:00,1,Queens,173,N,18.624020049841533,4.465997920315047,83.39464150713272,29.55922127837442,1033.10164855605,0.05,0.3,0.0,0
2022-01-04 23:00:00,1,Brooklyn,169,N,6.154923658644799,1.1231231209510968,29.629670325335926,46.297045900342894,1032.690440578957,0.0,0.0,0.3,0
2022-01-05 00:00:00,1,Brooklyn,191,N,11.489426772712577,9.191063471522149,64.15424000241737,67.43839965985137,1004.4785092331016,0.0,0.0,0.0,3
2022-01-05 01:00:00,1,Brooklyn,187,N,13.091486058953608,3.8822020808259436,60.22523944597544,9.197410478211498,1015.0830393349105,0.01,0.0,0.8,0
2022-01-05 02:00:00,1,Manhattan,182,N,9.706906678387313,9.3137233694506,70.11454471835643,48.702573720547434,1033.2326950619547,0.0,0.3,0.0,0
2022-01-05 03:00:00,1,Manhattan,183,Y,6.223949835418301,5.797986931443119,73.2996865110179,52.383572085486044,1003.4363925243417,0.0,0.0,0.0,0
2022-01-05 04:00:00,1,Manhattan,187,N,10.847243446460286,9.680406237978636,62.796509667934444,8.50562284514023,990.7128981330703,0.0,0.0,0.8,0
2022-01-05 05:00:00,1,Queens,178,N,7.993530188473541,5.613411092335152,76.57720140568841,50.091950257381235,1002.6500267999477,0.05,0.0,0.3,0
2022-01-05 06:00:00,1,Manhattan,162,N,0.7098960814349287,4.877392639829499,33.347003084616375,42.04963171474736,1004.7145637479634,0.0,0.1,0.0,0
2022-01-05 07:00:00,1,Brooklyn,171,N,6.1791302128741865,9.300536563646402,84.89030518797749,23.559900109379637,1010.5959056548589,0.1,0.0,0.0,0
2022-01-05 08:00:00,1,Staten Island,161,N,11.727571075541814,7.476770287683345,87.9680043724368,26.698954657622068,1011.5275421167415,0.01,0.1,0.0,1
2022-01-05 09:00:00,1,Manhattan,183,N,0.25371050326185696,8.578403772317868,33.22825826873576,46.08470937593541,994.2017435739167,0.05,0.6,0.0,1
2022-01-05 10:00:00,1,Brooklyn,187,N,12.999148924169914,1.6810166509841025,94.21230877855575,38.06709376842821,1001.0962114393624,0.1,0.3,0.8,0
2022-01-05 11:00:00,1,Queens,165,Y,0.6204643871188775,6.519713761282823,77.85689567602691,64.52474809603902,990.894107656143,0.0,0.3,0.0,0
2022-01-05 12:00:00,1,Manhattan,173,N,11.257510367766962,7.010661441752152,23.015740062881,68.13225554233554,1021.1639556593844,0.0,0.0,0.3,0
2022-01-05 13:00:00,1,Manhattan,197,N,1.219818519482223,2.1978549743740694,45.93557861500297,43.821076504183544,1027.049678059643,0.0,0.0,0.0,0
2022-01-05 14:00:00,1,Manhattan,174,N,16.958107555356317,3.700530865374616,15.599647940485788,37.53544450053931,1030.6421487995167,0.0,0.0,1.5,0
2022-01-05 15:00:00,1,Manhattan,168,N,18.20846678471822,9.02194980407384,51.180373863157975,50.50913750185881,1028.807155304078,0.0,0.1,0.0,0
2022-01-05 16:00:00,1,Staten Island,181,N,12.287598782017344,3.0649535677592876,70.03425803416904,5.449082226072411,1013.7956285901146,0.0,0.0,0.0,0
2022-01-05 17:00:00,1,Bronx,172,N,2.5298876795622283,8.009515013389834,44.04158490727135,54.81017480686021,1008.220918203407,0.0,0.0,0.0,0
2022-01-05 18:00:00,1,Queens,181,N,18.07142603861734,1.2273493483061326,27.76198848215257,5.716585093827547,1011.5791530244409,0.0,0.1,0.3,1
2022-01-05 19:00:00,1,Bronx,196,N,14.56447008588954,2.632311142826061,91.61092914417563,46.103910336724496,1008.8702013467379,0.01,0.6,0.3,0
2022-01-05 20:00:00,1,Bronx,184,N,17.58137256960876,1.4639643303136536,27.21792370983966,19.628346009316395,1002.1573114139823,0.0,0.0,0.3,1
2022-01-05 21:00:00,1,Manhattan,176,N,9.277523391586943,4.663146826910161,92.81653708135218,64.07059109710724,1001.7828108012798,0.0,0.6,0.0,0
2022-01-05 22:00:00,1,Bronx,201,N,8.433813811046349,2.8271706839788076,68.5703299601944,25.239853613215118,1031.2472911423342,0.0,0.0,0.0,0
2022-01-05 23:00:00,1,Brooklyn,170,N,11.856647078986875,3.3420703197443427,25.992165550985522,19.0777613168545,1020.3061220200823,0.01,0.1,0.0,0
2022-01-06 00:00:00,1,Bronx,167,Y,9.111284767794096,5.554149435228476,82.30245197961997,65.39797585325633,1018.2121618609427,0.0,0.0,0.3,1
2022-01-06 01:00:00,1,Bronx,205,N,3.413374072323192,5.664962733979207,85.21806157507204,22.95103155517513,1014.9631240919748,0.0,0.1,0.0,3
2022-01-06 02:00:00,1,Manhattan,184,N,16.506294597952724,2.9159007165443165,26.941255572595946,35.27347822223001,1004.3707039060748,0.1,0.1,0.0,0
2022-01-06 03:00:00,1,Manhattan,176,Y,3.8091070684539363,8.657875050134509,61.57834510532864,44.360587616846715,1011.3052779175054,0.0,0.0,0.0,0
2022-01-06 04:00:00,1,Manhattan,209,Y,14.928470305399205,4.020010022959035,85.76732748133718,54.11586551901978,1033.7220906244943,0.0,0.0,0.0,0
2022-01-06 05:00:00,1,Brooklyn,162,Y,17.816625402950624,4.408846910761635,76.80594242669068,48.95177658552229,1025.4415591504078,0.0,0.3,1.5,0
2022-01-06 06:00:00,1,Bronx,175,N,10.58397658742297,9.065533660927443,31.526386720388125,6.552690998798704,993.7231214815048,0.05,0.6,0.0,1
2022-01-06 07:00:00,1,Bronx,177,N,5.060564023821927,4.873739101840845,22.749791080378525,69.28231504547075,992.4016342742278,0.0,0.0,0.3,1
2022-01-06 08:00:00,1,Manhattan,191,N,0.429553242143188,2.9438242529544882,61.53465149030859,55.36643237606082,993.5868882016903,0.01,0.3,0.3,0
2022-01-06 09:00:00,1,Brooklyn,173,N,13.091213168004225,1.7731678151486263,53.53861737754401,45.374543942303,1026.9821843373404,0.0,0.0,0.0,0
2022-01-06 10:00:00,1,Brooklyn,196,N,11.066030344360925,6.994603387926643,92.51637315020473,38.219920533246714,990.7961493338245,0.0,0.1,0.8,0
2022-01-06 11:00:00,1,Manhattan,173,N,13.82323485247432,2.72559853355824,49.475920881676046,69.73994805277306,994.4028575761811,0.0,0.3,0.0,0
2022-01-06 12:00:00,1,Manhattan,157,N,19.026967433054555,8.17035618892091,26.50783898818289,29.303096587647847,1014.2941980431012,0.0,0.3,0.0,0
2022-01-06 13:00:00,1,Manhattan,178,Y,9.029253999384753,9.040911384781579,45.354425356955694,51.945658155016545,1000.6710027471337,0.0,0.0,0.3,0
2022-01-06 14:00:00,1,Staten Island,166,N,13.452340147126566,5.5782774192518,18.868820845560084,63.41585213184282,1025.4635484996495,0.0,0.6,0.0,1
2022-01-06 15:00:00,1,Manhattan,190,N,2.848878027008699,6.256676244379531,52.76100021522764,11.753188279342673,1025.405494301542,0.0,0.1,0.3,0
2022-01-06 16:00:00,1,Brooklyn,168,N,2.7913172288543975,1.6734450911268723,94.12858691071618,47.97198482685395,1008.9963384921666,0.0,0.0,0.0,0
2022-01-06 17:00:00,1,Queens,181,N,9.866833979891412,6.931710061077553,70.75398805655283,56.21253126751381,1004.3010209003845,0.01,0.0,0.0,0
2022-01-06 18:00:00,1,Manhattan,167,N,11.735288239562362,9.2196188797252,45.618283614857056,32.32545131557478,1018.3348686926757,0.0,0.0,0.3,0
2022-01-06 19:00:00,1,EWR,177,Y,19.691358246183402,1.0069878799536294,87.44423514836328,50.94720372644091,1014.5823486110316,0.0,0.1,0.0,0
2022-01-06 20:00:00,1,EWR,217,N,11.375519814872154,2.943312193160895,38.84539789139278,13.388564511864454,998.8765120848732,0.05,0.1,0.8,0
2022-01-06 21:00:00,1,Manhattan,177,Y,18.346174344598314,3.970032970920114,55.71526484594314,14.778346859929048,1020.5219962364633,0.0,0.3,0.3,0
2022-01-06 22:00:00,1,Brooklyn,187,Y,15.75045446813939,8.364170818795081,80.70198124268704,51.471260779570265,1011.568434607025,0.05,0.0,0.0,3
2022-01-06 23:00:00,1,Manhattan,174,N,17.984333208184033,1.9698170536413795,70.77550801735998,10.9842339307149,1000.6004645659253,0.0,0.0,0.0,0
2022-01-07 00:00:00,1,Manhattan,185,N,17.147379660806216,4.97758872915788,19.07369571546777,19.87591237830822,999.0743012139691,0.0,0.3,0.0,0
2022-01-07 01:00:00,1,Manhattan,179,N,10.838683635808009,2.6706597050495424,86.23407957466425,20.9135855604904,1034.7456893061908,0.0,0.0,0.0,1
2022-01-07 02:00:00,1,Queens,180,N,0.0005505982199016657,9.212936299207815,65.1551392065475,41.97654422445229,1021.0060744937525,0.0,0.1,0.3,0
2022-01-07 03:00:00,1,Brooklyn,182,N,9.103124504779315,2.884328780410366,94.0119088675105,52.52304525285247,1008.7346178406085,0.0,0.3,0.0,0
2022-01-07 04:00:00,1,Manhattan,185,N,4.388777728797104,3.8038867519591064,87.53401637812033,51.85696919294431,1016.6437035347458,0.01,0.0,0.0,0
2022-01-07 05:00:00,1,Manhattan,184,N,14.284134404404416,5.97157911506361,52.13306461408805,66.88705745608908,1024.01508723241,0.0,0.0,0.0,0
2022-01-07 06:00:00,1,Staten Island,183,N,3.9569812522994585,1.7266351947369907,76.2441405924611,19.241259567928594,1015.4011972035098,0.01,0.3,0.0,0
2022-01-07 07:00:00,1,Manhattan,176,Y,9.46105639905211,4.849288760953813,75.27920448381037,45.434669429354635,994.806582354143,0.0,0.0,0.0,0
2022-01-07 08:00:00,1,Manhattan,159,N,0.49016398617224066,3.8211808447644264,18.037415883753212,16.753472542928364,996.2826027994988,0.0,0.0,0.3,0
2022-01-07 09:00:00,1,Brooklyn,177,N,1.8068660170516337,8.822287718419078,57.04887906097946,63.74165239649753,1000.1234975971829,0.0,0.0,0.0,0
2022-01-07 10:00:00,1,EWR,171,N,7.849770067862048,8.158247683264175,49.73128641729821,68.41122411157264,1009.979424612295,0.01,0.6,0.0,3
2022-01-07 11:00:00,1,Manhattan,170,N,14.602729058597678,9.339553611992418,34.60673223518818,10.320349962520705,1019.9061298462447,0.0,0.1,0.0,0
2022-01-07 12:00:00,1,Queens,194,N,13.472372022762322,3.5058985484163596,19.30832590733661,60.2880338809348,1011.6297566135128,0.0,0.0,0.0,0
2022-01-07 13:00:00,1,Queens,175,N,8.55317897476628,8.33198530206203,64.43175704777715,35.30269405530869,1011.5546157504036,0.0,0.0,0.0,1
2022-01-07 14:00:00,1,Manhattan,161,N,3.8147269323417277,8.392960130841235,48.84898122901487,51.506950247315224,992.7384203217468,0.0,0.1,0.0,3
2022-01-07 15:00:00,1,Queens,176,N,6.118601882341073,2.0419871546096453,16.77703647549948,53.05793618212253,996.6070918680201,0.0,0.0,0.0,0
2022-01-07 16:00:00,1,Manhattan,170,Y,9.879160850022341,5.502567303607856,93.6126407942511,34.08510356298233,1003.9966763933329,0.0,0.0,0.3,0
2022-01-07 17:00:00,1,Queens,198,N,18.971469211503546,9.754700108031532,94.62729009414016,42.04048080835053,1028.3062217386655,0.01,0.0,0.0,0
2022-01-07 18:00:00,1,Queens,194,N,12.804905357929687,8.479484237117845,88.38539998826546,14.757263615058575,1034.1734617139257,0.0,0.1,0.8,0
2022-01-07 19:00:00,1,Brooklyn,184,Y,2.551078574681407,6.912985876964173,39.7306926168462,68.70293350204102,1031.5605875078293,0.05,0.3,0.0,0
2022-01-07 20:00:00,1,Manhattan,201,N,16.08615527711236,5.622746736304362,69.85343843121791,67.14341296395216,998.3606236922219,0.01,0.0,0.3,1
2022-01-07 21:00:00,1,Bronx,173,N,14.4223167821755,7.386550043411618,79.1110753306848,69.22568156543555,1016.6320368192606,0.0,0.0,0.3,0
2022-01-07 22:00:00,1,Manhattan,185,N,17.769935080487635,8.206531323163066,27.553386034584495,46.045708914298245,1006.7003427669101,0.0,0.1,0.0,0
2022-01-07 23:00:00,1,Manhattan,177,N,12.224445775072724,5.445214582758274,53.742017060652344,62.897798690684276,1013.7678788765674,0.05,0.1,0.0,0
2022-01-08 00:00:00,1,Manhattan,206,N,6.19876861064276,7.673920561317756,74.01675713692136,28.30251409273995,1015.6977331209793,0.01,0.3,0.8,0
2022-01-08 01:00:00,1,Brooklyn,189,N,16.951517862685474,2.3941440933793263,38.85403902254005,13.711023111530396,993.6947851931741,0.01,0.0,0.0,0
2022-01-08 02:00:00,1,Queens,158,N,11.545836953337067,4.54615985402255,22.831390459463385,13.243835907620012,1002.5517571794425,0.01,0.0,0.0,0
2022-01-08 03:00:00,1,Manhattan,164,N,14.054346230513438,1.5057200008692724,59.02226567662528,49.53776421764601,1014.7150840276455,0.0,0.3,0.0,0
2022-01-08 04:00:00,1,Brooklyn,179,N,9.395212243531915,7.897058905511106,47.86765927144308,69.49635156724896,1031.7095756918613,0.0,0.3,0.0,1
